State,Town,Crimes,Type
Texas,Collin,1,Ethinictity
Texas,Collin,0,Disability
Texas,Collin,0,Gender
Texas,Collin,0,Gender Identity
Texas,Commerce,0,Race
Texas,Commerce,0,Religion
Texas,Commerce,0,Sexual Orientation
Texas,Commerce,0,Ethinictity
Texas,Commerce,1,Disability
Texas,Commerce,0,Gender
Texas,Commerce,0,Gender Identity
Texas,Corpus Christi,0,Race
Texas,Corpus Christi,0,Religion
Texas,Corpus Christi,0,Sexual Orientation
Texas,Corpus Christi,1,Ethinictity
Texas,Corpus Christi,0,Disability
Texas,Corpus Christi,0,Gender
Texas,Corpus Christi,0,Gender Identity
Texas,Dallas,3,Race
Texas,Dallas,2,Religion
Texas,Dallas,9,Sexual Orientation
Texas,Dallas,4,Ethinictity
Texas,Dallas,0,Disability
Texas,Dallas,0,Gender
Texas,Dallas,0,Gender Identity
Texas,Denison,1,Race
Texas,Denison,0,Religion
Texas,Denison,0,Sexual Orientation
Texas,Denison,0,Ethinictity
Texas,Denison,0,Disability
Texas,Denison,0,Gender
Texas,Denison,1,Gender Identity
Texas,Denton,1,Race
Texas,Denton,0,Religion
Texas,Denton,0,Sexual Orientation
Texas,Denton,0,Ethinictity
Texas,Denton,0,Disability
Texas,Denton,0,Gender
Texas,Denton,0,Gender Identity
Texas,El Paso,0,Race
Texas,El Paso,0,Religion
Texas,El Paso,13,Sexual Orientation
Texas,El Paso,0,Ethinictity
Texas,El Paso,0,Disability
Texas,El Paso,0,Gender
Texas,El Paso,0,Gender Identity
Texas,Everman,0,Race
Texas,Everman,0,Religion
Texas,Everman,0,Sexual Orientation
Texas,Everman,1,Ethinictity
Texas,Everman,0,Disability
Texas,Everman,0,Gender
Texas,Everman,0,Gender Identity
Texas,Fort Worth,9,Race
Texas,Fort Worth,0,Religion
Texas,Fort Worth,2,Sexual Orientation
Texas,Fort Worth,5,Ethinictity
Texas,Fort Worth,0,Disability
Texas,Fort Worth,0,Gender
Texas,Fort Worth,0,Gender Identity
Texas,Frisco,1,Race
Texas,Frisco,1,Religion
Texas,Frisco,0,Sexual Orientation
Texas,Frisco,0,Ethinictity
Texas,Frisco,0,Disability
Texas,Frisco,0,Gender
Texas,Frisco,0,Gender Identity
Texas,Gainesville,1,Race
Texas,Gainesville,0,Religion
Texas,Gainesville,0,Sexual Orientation
Texas,Gainesville,0,Ethinictity
Texas,Gainesville,0,Disability
Texas,Gainesville,0,Gender
Texas,Gainesville,0,Gender Identity
Texas,Garland,1,Race
Texas,Garland,0,Religion
Texas,Garland,1,Sexual Orientation
Texas,Garland,0,Ethinictity
Texas,Garland,0,Disability
Texas,Garland,0,Gender
Texas,Garland,0,Gender Identity
Texas,Goliad,1,Race
Texas,Goliad,0,Religion
Texas,Goliad,0,Sexual Orientation
Texas,Goliad,0,Ethinictity
Texas,Goliad,0,Disability
Texas,Goliad,0,Gender
Texas,Goliad,0,Gender Identity
Texas,Grapevine,1,Race
Texas,Grapevine,0,Religion
Texas,Grapevine,0,Sexual Orientation
Texas,Grapevine,0,Ethinictity
Texas,Grapevine,0,Disability
Texas,Grapevine,0,Gender
Texas,Grapevine,0,Gender Identity
Texas,Harlingen,1,Race
Texas,Harlingen,0,Religion
Texas,Harlingen,0,Sexual Orientation
Texas,Harlingen,0,Ethinictity
Texas,Harlingen,0,Disability
Texas,Harlingen,0,Gender
Texas,Harlingen,0,Gender Identity
Texas,Harris,1,Race
Texas,Harris,1,Religion
Texas,Harris,0,Sexual Orientation
Texas,Harris,0,Ethinictity
Texas,Harris,1,Disability
Texas,Harris,0,Gender
Texas,Harris,0,Gender Identity
Texas,Houston,4,Race
Texas,Houston,0,Religion
Texas,Houston,5,Sexual Orientation
Texas,Houston,4,Ethinictity
Texas,Houston,0,Disability
Texas,Houston,0,Gender
Texas,Houston,0,Gender Identity
Texas,Hunt,0,Race
Texas,Hunt,0,Religion
Texas,Hunt,1,Sexual Orientation
Texas,Hunt,0,Ethinictity
Texas,Hunt,0,Disability
Texas,Hunt,0,Gender
Texas,Hunt,0,Gender Identity
Texas,"Independent School District, Humble",0,Race
Texas,"Independent School District, Humble",0,Religion
Texas,"Independent School District, Humble",0,Sexual Orientation
Texas,"Independent School District, Humble",1,Ethinictity
Texas,"Independent School District, Humble",0,Disability
Texas,"Independent School District, Humble",0,Gender
Texas,"Independent School District, Humble",0,Gender Identity
Texas,Lancaster,0,Race
Texas,Lancaster,0,Religion
Texas,Lancaster,0,Sexual Orientation
Texas,Lancaster,1,Ethinictity
Texas,Lancaster,0,Disability
Texas,Lancaster,0,Gender
Texas,Lancaster,0,Gender Identity
Texas,Longview,1,Race
Texas,Longview,0,Religion
Texas,Longview,0,Sexual Orientation
Texas,Longview,0,Ethinictity
Texas,Longview,0,Disability
Texas,Longview,0,Gender
Texas,Longview,0,Gender Identity
Texas,Marble Falls,1,Race
Texas,Marble Falls,0,Religion
Texas,Marble Falls,0,Sexual Orientation
Texas,Marble Falls,0,Ethinictity
Texas,Marble Falls,0,Disability
Texas,Marble Falls,0,Gender
Texas,Marble Falls,0,Gender Identity
Texas,McAllen,0,Race
Texas,McAllen,0,Religion
Texas,McAllen,1,Sexual Orientation
Texas,McAllen,0,Ethinictity
Texas,McAllen,0,Disability
Texas,McAllen,0,Gender
Texas,McAllen,0,Gender Identity
Texas,McKinney,1,Race
Texas,McKinney,0,Religion
Texas,McKinney,1,Sexual Orientation
Texas,McKinney,2,Ethinictity
Texas,McKinney,0,Disability
Texas,McKinney,0,Gender
Texas,McKinney,0,Gender Identity
Texas,Mercedes,1,Race
Texas,Mercedes,0,Religion
Texas,Mercedes,0,Sexual Orientation
Texas,Mercedes,0,Ethinictity
Texas,Mercedes,0,Disability
Texas,Mercedes,0,Gender
Texas,Mercedes,0,Gender Identity
Texas,Mineral Wells,0,Race
Texas,Mineral Wells,0,Religion
Texas,Mineral Wells,0,Sexual Orientation
Texas,Mineral Wells,1,Ethinictity
Texas,Mineral Wells,0,Disability
Texas,Mineral Wells,0,Gender
Texas,Mineral Wells,0,Gender Identity
Texas,Nueces,1,Race
Texas,Nueces,0,Religion
Texas,Nueces,0,Sexual Orientation
Texas,Nueces,0,Ethinictity
Texas,Nueces,0,Disability
Texas,Nueces,0,Gender
Texas,Nueces,0,Gender Identity
Texas,Pasadena,1,Race
Texas,Pasadena,0,Religion
Texas,Pasadena,0,Sexual Orientation
Texas,Pasadena,0,Ethinictity
Texas,Pasadena,0,Disability
Texas,Pasadena,0,Gender
Texas,Pasadena,0,Gender Identity
Texas,Plano,1,Race
Texas,Plano,0,Religion
Texas,Plano,0,Sexual Orientation
Texas,Plano,1,Ethinictity
Texas,Plano,0,Disability
Texas,Plano,0,Gender
Texas,Plano,0,Gender Identity
Texas,Richmond,0,Race
Texas,Richmond,0,Religion
Texas,Richmond,1,Sexual Orientation
Texas,Richmond,0,Ethinictity
Texas,Richmond,0,Disability
Texas,Richmond,0,Gender
Texas,Richmond,0,Gender Identity
Texas,San Angelo,1,Race
Texas,San Angelo,0,Religion
Texas,San Angelo,0,Sexual Orientation
Texas,San Angelo,0,Ethinictity
Texas,San Angelo,0,Disability
Texas,San Angelo,0,Gender
Texas,San Angelo,0,Gender Identity
Texas,San Antonio,3,Race
Texas,San Antonio,0,Religion
Texas,San Antonio,7,Sexual Orientation
Texas,San Antonio,1,Ethinictity
Texas,San Antonio,0,Disability
Texas,San Antonio,0,Gender
Texas,San Antonio,0,Gender Identity
Texas,Southern Methodist University,2,Race
Texas,Southern Methodist University,1,Religion
Texas,Southern Methodist University,0,Sexual Orientation
Texas,Southern Methodist University,0,Ethinictity
Texas,Southern Methodist University,0,Disability
Texas,Southern Methodist University,0,Gender
Texas,Southern Methodist University,0,Gender Identity
Texas,Springtown,0,Race
Texas,Springtown,0,Religion
Texas,Springtown,0,Sexual Orientation
Texas,Springtown,1,Ethinictity
Texas,Springtown,0,Disability
Texas,Springtown,0,Gender
Texas,Springtown,0,Gender Identity
Texas,Temple,1,Race
Texas,Temple,0,Religion
Texas,Temple,0,Sexual Orientation
Texas,Temple,0,Ethinictity
Texas,Temple,0,Disability
Texas,Temple,0,Gender
Texas,Temple,0,Gender Identity
Texas,Terrell,1,Race
Texas,Terrell,0,Religion
Texas,Terrell,0,Sexual Orientation
Texas,Terrell,0,Ethinictity
Texas,Terrell,0,Disability
Texas,Terrell,0,Gender
Texas,Terrell,0,Gender Identity
Texas,Travis,1,Race
Texas,Travis,0,Religion
Texas,Travis,2,Sexual Orientation
Texas,Travis,1,Ethinictity
Texas,Travis,0,Disability
Texas,Travis,0,Gender
Texas,Travis,0,Gender Identity
Texas,Tyler,1,Race
Texas,Tyler,0,Religion
Texas,Tyler,3,Sexual Orientation
Texas,Tyler,1,Ethinictity
Texas,Tyler,0,Disability
Texas,Tyler,0,Gender
Texas,Tyler,0,Gender Identity
Texas,"University of Texas, Austin",1,Race
Texas,"University of Texas, Austin",0,Religion
Texas,"University of Texas, Austin",0,Sexual Orientation
Texas,"University of Texas, Austin",0,Ethinictity
Texas,"University of Texas, Austin",0,Disability
Texas,"University of Texas, Austin",0,Gender
Texas,"University of Texas, Austin",0,Gender Identity
Texas,Victoria,0,Race
Texas,Victoria,2,Religion
Texas,Victoria,0,Sexual Orientation
Texas,Victoria,0,Ethinictity
Texas,Victoria,0,Disability
Texas,Victoria,0,Gender
Texas,Victoria,0,Gender Identity
Texas,Vidor,1,Race
Texas,Vidor,0,Religion
Texas,Vidor,0,Sexual Orientation
Texas,Vidor,0,Ethinictity
Texas,Vidor,0,Disability
Texas,Vidor,0,Gender
Texas,Vidor,0,Gender Identity
Texas,Whitehouse,1,Race
Texas,Whitehouse,0,Religion
Texas,Whitehouse,0,Sexual Orientation
Texas,Whitehouse,0,Ethinictity
Texas,Whitehouse,0,Disability
Texas,Whitehouse,0,Gender
Texas,Whitehouse,0,Gender Identity
Utah,Bountiful,4,Race
Utah,Bountiful,0,Religion
Utah,Bountiful,0,Sexual Orientation
Utah,Bountiful,1,Ethinictity
Utah,Bountiful,0,Disability
Utah,Bountiful,0,Gender
Utah,Bountiful,0,Gender Identity
Utah,Brigham City,2,Race
Utah,Brigham City,0,Religion
Utah,Brigham City,0,Sexual Orientation
Utah,Brigham City,0,Ethinictity
Utah,Brigham City,0,Disability
Utah,Brigham City,0,Gender
Utah,Brigham City,0,Gender Identity
Utah,Carbon,3,Race
Utah,Carbon,0,Religion
Utah,Carbon,0,Sexual Orientation
Utah,Carbon,0,Ethinictity
Utah,Carbon,0,Disability
Utah,Carbon,0,Gender
Utah,Carbon,0,Gender Identity
Utah,Centerville,1,Race
Utah,Centerville,1,Religion
Utah,Centerville,0,Sexual Orientation
Utah,Centerville,0,Ethinictity
Utah,Centerville,0,Disability
Utah,Centerville,0,Gender
Utah,Centerville,0,Gender Identity
Utah,Draper,0,Race
Utah,Draper,1,Religion
Utah,Draper,0,Sexual Orientation
Utah,Draper,0,Ethinictity
Utah,Draper,0,Disability
Utah,Draper,0,Gender
Utah,Draper,0,Gender Identity
Utah,Emery,0,Race
Utah,Emery,1,Religion
Utah,Emery,0,Sexual Orientation
Utah,Emery,0,Ethinictity
Utah,Emery,0,Disability
Utah,Emery,0,Gender
Utah,Emery,0,Gender Identity
Utah,Farmington,2,Race
Utah,Farmington,1,Religion
Utah,Farmington,1,Sexual Orientation
Utah,Farmington,0,Ethinictity
Utah,Farmington,0,Disability
Utah,Farmington,0,Gender
Utah,Farmington,0,Gender Identity
Utah,Grantsville,1,Race
Utah,Grantsville,0,Religion
Utah,Grantsville,0,Sexual Orientation
Utah,Grantsville,0,Ethinictity
Utah,Grantsville,0,Disability
Utah,Grantsville,0,Gender
Utah,Grantsville,0,Gender Identity
Utah,Heber,0,Race
Utah,Heber,1,Religion
Utah,Heber,0,Sexual Orientation
Utah,Heber,0,Ethinictity
Utah,Heber,0,Disability
Utah,Heber,0,Gender
Utah,Heber,0,Gender Identity
Utah,Moab,0,Race
Utah,Moab,0,Religion
Utah,Moab,0,Sexual Orientation
Utah,Moab,1,Ethinictity
Utah,Moab,0,Disability
Utah,Moab,0,Gender
Utah,Moab,0,Gender Identity
Utah,Murray,1,Race
Utah,Murray,0,Religion
Utah,Murray,0,Sexual Orientation
Utah,Murray,0,Ethinictity
Utah,Murray,0,Disability
Utah,Murray,0,Gender
Utah,Murray,0,Gender Identity
Utah,North Salt Lake,0,Race
Utah,North Salt Lake,0,Religion
Utah,North Salt Lake,0,Sexual Orientation
Utah,North Salt Lake,0,Ethinictity
Utah,North Salt Lake,1,Disability
Utah,North Salt Lake,0,Gender
Utah,North Salt Lake,0,Gender Identity
Utah,Parks and Recreation,1,Race
Utah,Parks and Recreation,0,Religion
Utah,Parks and Recreation,0,Sexual Orientation
Utah,Parks and Recreation,0,Ethinictity
Utah,Parks and Recreation,0,Disability
Utah,Parks and Recreation,0,Gender
Utah,Parks and Recreation,0,Gender Identity
Utah,Pleasant Grove,2,Race
Utah,Pleasant Grove,0,Religion
Utah,Pleasant Grove,0,Sexual Orientation
Utah,Pleasant Grove,0,Ethinictity
Utah,Pleasant Grove,0,Disability
Utah,Pleasant Grove,0,Gender
Utah,Pleasant Grove,0,Gender Identity
Utah,Price,1,Race
Utah,Price,0,Religion
Utah,Price,0,Sexual Orientation
Utah,Price,1,Ethinictity
Utah,Price,0,Disability
Utah,Price,0,Gender
Utah,Price,0,Gender Identity
Utah,Provo,1,Race
Utah,Provo,0,Religion
Utah,Provo,0,Sexual Orientation
Utah,Provo,0,Ethinictity
Utah,Provo,0,Disability
Utah,Provo,0,Gender
Utah,Provo,0,Gender Identity
Utah,Roosevelt,1,Race
Utah,Roosevelt,0,Religion
Utah,Roosevelt,0,Sexual Orientation
Utah,Roosevelt,1,Ethinictity
Utah,Roosevelt,1,Disability
Utah,Roosevelt,0,Gender
Utah,Roosevelt,0,Gender Identity
Utah,Roy,1,Race
Utah,Roy,1,Religion
Utah,Roy,0,Sexual Orientation
Utah,Roy,0,Ethinictity
Utah,Roy,0,Disability
Utah,Roy,0,Gender
Utah,Roy,0,Gender Identity
Utah,Salt Lake City,3,Race
Utah,Salt Lake City,1,Religion
Utah,Salt Lake City,1,Sexual Orientation
Utah,Salt Lake City,0,Ethinictity
Utah,Salt Lake City,0,Disability
Utah,Salt Lake City,0,Gender
Utah,Salt Lake City,0,Gender Identity
Utah,Salt Lake County Unified Police Department,0,Race
Utah,Salt Lake County Unified Police Department,0,Religion
Utah,Salt Lake County Unified Police Department,1,Sexual Orientation
Utah,Salt Lake County Unified Police Department,1,Ethinictity
Utah,Salt Lake County Unified Police Department,0,Disability
Utah,Salt Lake County Unified Police Department,0,Gender
Utah,Salt Lake County Unified Police Department,0,Gender Identity
Utah,South Jordan,0,Race
Utah,South Jordan,0,Religion
Utah,South Jordan,1,Sexual Orientation
Utah,South Jordan,0,Ethinictity
Utah,South Jordan,0,Disability
Utah,South Jordan,0,Gender
Utah,South Jordan,0,Gender Identity
Utah,South Salt Lake,0,Race
Utah,South Salt Lake,0,Religion
Utah,South Salt Lake,1,Sexual Orientation
Utah,South Salt Lake,0,Ethinictity
Utah,South Salt Lake,0,Disability
Utah,South Salt Lake,0,Gender
Utah,South Salt Lake,0,Gender Identity
Utah,St. George,2,Race
Utah,St. George,1,Religion
Utah,St. George,0,Sexual Orientation
Utah,St. George,0,Ethinictity
Utah,St. George,0,Disability
Utah,St. George,0,Gender
Utah,St. George,0,Gender Identity
Utah,Summit,1,Race
Utah,Summit,0,Religion
Utah,Summit,0,Sexual Orientation
Utah,Summit,0,Ethinictity
Utah,Summit,0,Disability
Utah,Summit,0,Gender
Utah,Summit,4,Gender Identity
Utah,Tooele,1,Race
Utah,Tooele,0,Religion
Utah,Tooele,0,Sexual Orientation
Utah,Tooele,1,Ethinictity
Utah,Tooele,0,Disability
Utah,Tooele,0,Gender
Utah,Tooele,0,Gender Identity
Utah,Uintah,2,Race
Utah,Uintah,0,Religion
Utah,Uintah,0,Sexual Orientation
Utah,Uintah,0,Ethinictity
Utah,Uintah,0,Disability
Utah,Uintah,0,Gender
Utah,Uintah,0,Gender Identity
Utah,University of Utah,3,Race
Utah,University of Utah,0,Religion
Utah,University of Utah,0,Sexual Orientation
Utah,University of Utah,0,Ethinictity
Utah,University of Utah,0,Disability
Utah,University of Utah,0,Gender
Utah,University of Utah,0,Gender Identity
Utah,Utah,1,Race
Utah,Utah,0,Religion
Utah,Utah,0,Sexual Orientation
Utah,Utah,0,Ethinictity
Utah,Utah,0,Disability
Utah,Utah,0,Gender
Utah,Utah,0,Gender Identity
Utah,Utah Highway Patrol,2,Race
Utah,Utah Highway Patrol,0,Religion
Utah,Utah Highway Patrol,1,Sexual Orientation
Utah,Utah Highway Patrol,0,Ethinictity
Utah,Utah Highway Patrol,0,Disability
Utah,Utah Highway Patrol,0,Gender
Utah,Utah Highway Patrol,0,Gender Identity
Utah,"Utah State University, Logan",0,Race
Utah,"Utah State University, Logan",0,Religion
Utah,"Utah State University, Logan",0,Sexual Orientation
Utah,"Utah State University, Logan",1,Ethinictity
Utah,"Utah State University, Logan",0,Disability
Utah,"Utah State University, Logan",0,Gender
Utah,"Utah State University, Logan",0,Gender Identity
Utah,Utah Transit Authority,2,Race
Utah,Utah Transit Authority,0,Religion
Utah,Utah Transit Authority,0,Sexual Orientation
Utah,Utah Transit Authority,0,Ethinictity
Utah,Utah Transit Authority,0,Disability
Utah,Utah Transit Authority,0,Gender
Utah,Utah Transit Authority,0,Gender Identity
Utah,Washington,1,Race
Utah,Washington,0,Religion
Utah,Washington,1,Sexual Orientation
Utah,Washington,0,Ethinictity
Utah,Washington,0,Disability
Utah,Washington,0,Gender
Utah,Washington,0,Gender Identity
Utah,West Valley,3,Race
Utah,West Valley,0,Religion
Utah,West Valley,0,Sexual Orientation
Utah,West Valley,1,Ethinictity
Utah,West Valley,0,Disability
Utah,West Valley,0,Gender
Utah,West Valley,0,Gender Identity
Utah,Woods Cross,2,Race
Utah,Woods Cross,0,Religion
Utah,Woods Cross,0,Sexual Orientation
Utah,Woods Cross,0,Ethinictity
Utah,Woods Cross,0,Disability
Utah,Woods Cross,0,Gender
Utah,Woods Cross,0,Gender Identity
Vermont," State Police, St. Albans",0,Race
Vermont," State Police, St. Albans",0,Religion
Vermont," State Police, St. Albans",1,Sexual Orientation
Vermont," State Police, St. Albans",0,Ethinictity
Vermont," State Police, St. Albans",0,Disability
Vermont," State Police, St. Albans",0,Gender
Vermont," State Police, St. Albans",0,Gender Identity
Vermont,Bennington,1,Race
Vermont,Bennington,0,Religion
Vermont,Bennington,0,Sexual Orientation
Vermont,Bennington,0,Ethinictity
Vermont,Bennington,0,Disability
Vermont,Bennington,0,Gender
Vermont,Bennington,0,Gender Identity
Vermont,Burlington,2,Race
Vermont,Burlington,0,Religion
Vermont,Burlington,1,Sexual Orientation
Vermont,Burlington,0,Ethinictity
Vermont,Burlington,0,Disability
Vermont,Burlington,0,Gender
Vermont,Burlington,0,Gender Identity
Vermont,Castleton,0,Race
Vermont,Castleton,0,Religion
Vermont,Castleton,0,Sexual Orientation
Vermont,Castleton,1,Ethinictity
Vermont,Castleton,0,Disability
Vermont,Castleton,0,Gender
Vermont,Castleton,0,Gender Identity
Vermont,Colchester,1,Race
Vermont,Colchester,0,Religion
Vermont,Colchester,0,Sexual Orientation
Vermont,Colchester,0,Ethinictity
Vermont,Colchester,0,Disability
Vermont,Colchester,0,Gender
Vermont,Colchester,0,Gender Identity
Vermont,Morristown,1,Race
Vermont,Morristown,0,Religion
Vermont,Morristown,0,Sexual Orientation
Vermont,Morristown,0,Ethinictity
Vermont,Morristown,0,Disability
Vermont,Morristown,0,Gender
Vermont,Morristown,0,Gender Identity
Vermont,South Burlington,0,Race
Vermont,South Burlington,1,Religion
Vermont,South Burlington,0,Sexual Orientation
Vermont,South Burlington,0,Ethinictity
Vermont,South Burlington,0,Disability
Vermont,South Burlington,0,Gender
Vermont,South Burlington,0,Gender Identity
Vermont,Springfield,1,Race
Vermont,Springfield,0,Religion
Vermont,Springfield,0,Sexual Orientation
Vermont,Springfield,0,Ethinictity
Vermont,Springfield,0,Disability
Vermont,Springfield,0,Gender
Vermont,Springfield,0,Gender Identity
Vermont,St. Albans,1,Race
Vermont,St. Albans,0,Religion
Vermont,St. Albans,0,Sexual Orientation
Vermont,St. Albans,0,Ethinictity
Vermont,St. Albans,0,Disability
Vermont,St. Albans,0,Gender
Vermont,St. Albans,0,Gender Identity
Vermont,University of Vermont,1,Race
Vermont,University of Vermont,0,Religion
Vermont,University of Vermont,0,Sexual Orientation
Vermont,University of Vermont,0,Ethinictity
Vermont,University of Vermont,0,Disability
Vermont,University of Vermont,0,Gender
Vermont,University of Vermont,0,Gender Identity
Virginia,Albemarle County Police Department,7,Race
Virginia,Albemarle County Police Department,2,Religion
Virginia,Albemarle County Police Department,0,Sexual Orientation
Virginia,Albemarle County Police Department,1,Ethinictity
Virginia,Albemarle County Police Department,0,Disability
Virginia,Albemarle County Police Department,0,Gender
Virginia,Albemarle County Police Department,0,Gender Identity
Virginia,Amherst,1,Race
Virginia,Amherst,0,Religion
Virginia,Amherst,0,Sexual Orientation
Virginia,Amherst,0,Ethinictity
Virginia,Amherst,0,Disability
Virginia,Amherst,0,Gender
Virginia,Amherst,1,Gender Identity
Virginia,Appomattox,1,Race
Virginia,Appomattox,0,Religion
Virginia,Appomattox,0,Sexual Orientation
Virginia,Appomattox,0,Ethinictity
Virginia,Appomattox,0,Disability
Virginia,Appomattox,0,Gender
Virginia,Appomattox,0,Gender Identity
Virginia,Arlington County Police Department,1,Race
Virginia,Arlington County Police Department,0,Religion
Virginia,Arlington County Police Department,1,Sexual Orientation
Virginia,Arlington County Police Department,0,Ethinictity
Virginia,Arlington County Police Department,0,Disability
Virginia,Arlington County Police Department,0,Gender
Virginia,Arlington County Police Department,0,Gender Identity
Virginia,Bedford,1,Race
Virginia,Bedford,0,Religion
Virginia,Bedford,1,Sexual Orientation
Virginia,Bedford,0,Ethinictity
Virginia,Bedford,0,Disability
Virginia,Bedford,0,Gender
Virginia,Bedford,0,Gender Identity
Virginia,Bristol,0,Race
Virginia,Bristol,0,Religion
Virginia,Bristol,1,Sexual Orientation
Virginia,Bristol,0,Ethinictity
Virginia,Bristol,0,Disability
Virginia,Bristol,0,Gender
Virginia,Bristol,0,Gender Identity
Virginia,Carroll,1,Race
Virginia,Carroll,0,Religion
Virginia,Carroll,0,Sexual Orientation
Virginia,Carroll,0,Ethinictity
Virginia,Carroll,0,Disability
Virginia,Carroll,0,Gender
Virginia,Carroll,0,Gender Identity
Virginia,Charlottesville,1,Race
Virginia,Charlottesville,0,Religion
Virginia,Charlottesville,0,Sexual Orientation
Virginia,Charlottesville,0,Ethinictity
Virginia,Charlottesville,0,Disability
Virginia,Charlottesville,0,Gender
Virginia,Charlottesville,0,Gender Identity
Virginia,Chesapeake,4,Race
Virginia,Chesapeake,2,Religion
Virginia,Chesapeake,0,Sexual Orientation
Virginia,Chesapeake,0,Ethinictity
Virginia,Chesapeake,0,Disability
Virginia,Chesapeake,0,Gender
Virginia,Chesapeake,0,Gender Identity
Virginia,Chesterfield County Police Department,1,Race
Virginia,Chesterfield County Police Department,1,Religion
Virginia,Chesterfield County Police Department,0,Sexual Orientation
Virginia,Chesterfield County Police Department,0,Ethinictity
Virginia,Chesterfield County Police Department,0,Disability
Virginia,Chesterfield County Police Department,0,Gender
Virginia,Chesterfield County Police Department,0,Gender Identity
Virginia,Christiansburg,1,Race
Virginia,Christiansburg,0,Religion
Virginia,Christiansburg,1,Sexual Orientation
Virginia,Christiansburg,0,Ethinictity
Virginia,Christiansburg,0,Disability
Virginia,Christiansburg,0,Gender
Virginia,Christiansburg,0,Gender Identity
Virginia,Christopher Newport University,1,Race
Virginia,Christopher Newport University,0,Religion
Virginia,Christopher Newport University,0,Sexual Orientation
Virginia,Christopher Newport University,0,Ethinictity
Virginia,Christopher Newport University,0,Disability
Virginia,Christopher Newport University,0,Gender
Virginia,Christopher Newport University,0,Gender Identity
Virginia,Clarke,1,Race
Virginia,Clarke,0,Religion
Virginia,Clarke,0,Sexual Orientation
Virginia,Clarke,0,Ethinictity
Virginia,Clarke,0,Disability
Virginia,Clarke,0,Gender
Virginia,Clarke,0,Gender Identity
Virginia,Cumberland,1,Race
Virginia,Cumberland,0,Religion
Virginia,Cumberland,0,Sexual Orientation
Virginia,Cumberland,0,Ethinictity
Virginia,Cumberland,0,Disability
Virginia,Cumberland,0,Gender
Virginia,Cumberland,0,Gender Identity
Virginia,Danville,0,Race
Virginia,Danville,0,Religion
Virginia,Danville,1,Sexual Orientation
Virginia,Danville,0,Ethinictity
Virginia,Danville,0,Disability
Virginia,Danville,0,Gender
Virginia,Danville,0,Gender Identity
Virginia,Fairfax County Police Department,7,Race
Virginia,Fairfax County Police Department,5,Religion
Virginia,Fairfax County Police Department,0,Sexual Orientation
Virginia,Fairfax County Police Department,1,Ethinictity
Virginia,Fairfax County Police Department,0,Disability
Virginia,Fairfax County Police Department,0,Gender
Virginia,Fairfax County Police Department,0,Gender Identity
Virginia,Farmville,1,Race
Virginia,Farmville,0,Religion
Virginia,Farmville,0,Sexual Orientation
Virginia,Farmville,0,Ethinictity
Virginia,Farmville,0,Disability
Virginia,Farmville,0,Gender
Virginia,Farmville,0,Gender Identity
Virginia,Fluvanna,0,Race
Virginia,Fluvanna,1,Religion
Virginia,Fluvanna,0,Sexual Orientation
Virginia,Fluvanna,0,Ethinictity
Virginia,Fluvanna,1,Disability
Virginia,Fluvanna,0,Gender
Virginia,Fluvanna,0,Gender Identity
Virginia,Galax,0,Race
Virginia,Galax,0,Religion
Virginia,Galax,1,Sexual Orientation
Virginia,Galax,0,Ethinictity
Virginia,Galax,0,Disability
Virginia,Galax,0,Gender
Virginia,Galax,0,Gender Identity
Virginia,George Mason University,0,Race
Virginia,George Mason University,3,Religion
Virginia,George Mason University,0,Sexual Orientation
Virginia,George Mason University,0,Ethinictity
Virginia,George Mason University,0,Disability
Virginia,George Mason University,0,Gender
Virginia,George Mason University,0,Gender Identity
Virginia,Gloucester,1,Race
Virginia,Gloucester,1,Religion
Virginia,Gloucester,0,Sexual Orientation
Virginia,Gloucester,0,Ethinictity
Virginia,Gloucester,0,Disability
Virginia,Gloucester,0,Gender
Virginia,Gloucester,0,Gender Identity
Virginia,Hampton,1,Race
Virginia,Hampton,0,Religion
Virginia,Hampton,1,Sexual Orientation
Virginia,Hampton,0,Ethinictity
Virginia,Hampton,0,Disability
Virginia,Hampton,0,Gender
Virginia,Hampton,0,Gender Identity
Virginia,Harrisonburg,3,Race
Virginia,Harrisonburg,0,Religion
Virginia,Harrisonburg,1,Sexual Orientation
Virginia,Harrisonburg,0,Ethinictity
Virginia,Harrisonburg,0,Disability
Virginia,Harrisonburg,0,Gender
Virginia,Harrisonburg,0,Gender Identity
Virginia,Henrico County Police Department,2,Race
Virginia,Henrico County Police Department,3,Religion
Virginia,Henrico County Police Department,0,Sexual Orientation
Virginia,Henrico County Police Department,0,Ethinictity
Virginia,Henrico County Police Department,0,Disability
Virginia,Henrico County Police Department,0,Gender
Virginia,Henrico County Police Department,0,Gender Identity
Virginia,Hopewell,0,Race
Virginia,Hopewell,1,Religion
Virginia,Hopewell,0,Sexual Orientation
Virginia,Hopewell,0,Ethinictity
Virginia,Hopewell,0,Disability
Virginia,Hopewell,0,Gender
Virginia,Hopewell,0,Gender Identity
Virginia,James City County Police Department,0,Race
Virginia,James City County Police Department,1,Religion
Virginia,James City County Police Department,0,Sexual Orientation
Virginia,James City County Police Department,0,Ethinictity
Virginia,James City County Police Department,0,Disability
Virginia,James City County Police Department,0,Gender
Virginia,James City County Police Department,0,Gender Identity
Virginia,James Madison University,0,Race
Virginia,James Madison University,0,Religion
